123	in	_	_	I-Claim:For
124	the	_	_	I-Claim:For
125	future	_	_	I-Claim:For
126	life	_	_	I-Claim:For
127	of	_	_	I-Claim:For
128	all	_	_	I-Claim:For
129	students	_	_	I-Claim:For
130	.	_	_	O
131	What	_	_	B-Premise:-1:Support
132	we	_	_	I-Premise:-1:Support
133	acquired	_	_	I-Premise:-1:Support
134	from	_	_	I-Premise:-1:Support
135	team	_	_	I-Premise:-1:Support
136	work	_	_	I-Premise:-1:Support
137	is	_	_	I-Premise:-1:Support
138	not	_	_	I-Premise:-1:Support
139	only	_	_	I-Premise:-1:Support
140	how	_	_	I-Premise:-1:Support
141	to	_	_	I-Premise:-1:Support
142	achieve	_	_	I-Premise:-1:Support
143	the	_	_	I-Premise:-1:Support
144	same	_	_	I-Premise:-1:Support
145	goal	_	_	I-Premise:-1:Support
146	with	_	_	I-Premise:-1:Support
147	others	_	_	I-Premise:-1:Support
148	but	_	_	I-Premise:-1:Support
149	more	_	_	I-Premise:-1:Support
150	importantly	_	_	I-Premise:-1:Support
151	,	_	_	I-Premise:-1:Support
152	how	_	_	I-Premise:-1:Support
153	to	_	_	I-Premise:-1:Support
154	get	_	_	I-Premise:-1:Support
155	along	_	_	I-Premise:-1:Support
156	with	_	_	I-Premise:-1:Support
157	others	_	_	I-Premise:-1:Support
158	.	_	_	O
159	During	_	_	B-Premise:-2:Support
160	the	_	_	I-Premise:-2:Support
161	process	_	_	I-Premise:-2:Support
162	of	_	_	I-Premise:-2:Support
163	cooperation	_	_	I-Premise:-2:Support
164	,	_	_	I-Premise:-2:Support
165	children	_	_	I-Premise:-2:Support
166	can	_	_	I-Premise:-2:Support
167	learn	_	_	I-Premise:-2:Support
168	about	_	_	I-Premise:-2:Support
169	how	_	_	I-Premise:-2:Support
170	to	_	_	I-Premise:-2:Support
171	listen	_	_	I-Premise:-2:Support
172	to	_	_	I-Premise:-2:Support
173	opinions	_	_	I-Premise:-2:Support
174	of	_	_	I-Premise:-2:Support
175	others	_	_	I-Premise:-2:Support
176	,	_	_	I-Premise:-2:Support
177	how	_	_	I-Premise:-2:Support
178	to	_	_	I-Premise:-2:Support
179	communicate	_	_	I-Premise:-2:Support
180	with	_	_	I-Premise:-2:Support
181	others	_	_	I-Premise:-2:Support
182	,	_	_	I-Premise:-2:Support
183	how	_	_	I-Premise:-2:Support
184	to	_	_	I-Premise:-2:Support
185	think	_	_	I-Premise:-2:Support
186	comprehensively	_	_	I-Premise:-2:Support
187	,	_	_	I-Premise:-2:Support
188	and	_	_	I-Premise:-2:Support
189	even	_	_	I-Premise:-2:Support
190	how	_	_	I-Premise:-2:Support
191	to	_	_	I-Premise:-2:Support
192	compromise	_	_	I-Premise:-2:Support
193	with	_	_	I-Premise:-2:Support
194	other	_	_	I-Premise:-2:Support
195	team	_	_	I-Premise:-2:Support
196	members	_	_	I-Premise:-2:Support
197	when	_	_	I-Premise:-2:Support
198	conflicts	_	_	I-Premise:-2:Support
199	occurred	_	_	I-Premise:-2:Support
200	.	_	_	O
201	All	_	_	B-Premise:-3:Support
202	of	_	_	I-Premise:-3:Support
203	these	_	_	I-Premise:-3:Support
204	skills	_	_	I-Premise:-3:Support
205	help	_	_	I-Premise:-3:Support
206	them	_	_	I-Premise:-3:Support
207	to	_	_	I-Premise:-3:Support
208	get	_	_	I-Premise:-3:Support
209	on	_	_	I-Premise:-3:Support
210	well	_	_	I-Premise:-3:Support
211	with	_	_	I-Premise:-3:Support
212	other	_	_	I-Premise:-3:Support
213	people	_	_	I-Premise:-3:Support
214	and	_	_	I-Premise:-3:Support
215	will	_	_	I-Premise:-3:Support
216	benefit	_	_	I-Premise:-3:Support
217	them	_	_	I-Premise:-3:Support
218	for	_	_	I-Premise:-3:Support
219	the	_	_	I-Premise:-3:Support
220	whole	_	_	I-Premise:-3:Support
221	life	_	_	I-Premise:-3:Support
222	.	_	_	O
223	On	_	_	O
224	the	_	_	O
225	other	_	_	O
226	hand	_	_	O
227	,	_	_	O
228	the	_	_	B-Premise:1:Support
229	significance	_	_	I-Premise:1:Support
230	of	_	_	I-Premise:1:Support
231	competition	_	_	I-Premise:1:Support
232	is	_	_	I-Premise:1:Support
233	that	_	_	I-Premise:1:Support
234	how	_	_	I-Premise:1:Support
235	to	_	_	I-Premise:1:Support
236	become	_	_	I-Premise:1:Support
237	more	_	_	I-Premise:1:Support
238	excellence	_	_	I-Premise:1:Support
239	to	_	_	I-Premise:1:Support
240	gain	_	_	I-Premise:1:Support
241	the	_	_	I-Premise:1:Support
242	victory	_	_	I-Premise:1:Support
243	.	_	_	O
244	Hence	_	_	O
245	it	_	_	O
246	is	_	_	O
247	always	_	_	O
248	said	_	_	O
249	that	_	_	O
250	competition	_	_	B-Claim:Against
251	makes	_	_	I-Claim:Against
252	the	_	_	I-Claim:Against
253	society	_	_	I-Claim:Against
254	more	_	_	I-Claim:Against
255	effective	_	_	I-Claim:Against
256	.	_	_	O
257	However	_	_	O
258	,	_	_	O
259	when	_	_	B-Premise:2:Support
260	we	_	_	I-Premise:2:Support
261	consider	_	_	I-Premise:2:Support
262	about	_	_	I-Premise:2:Support
263	the	_	_	I-Premise:2:Support
264	question	_	_	I-Premise:2:Support
265	that	_	_	I-Premise:2:Support
266	how	_	_	I-Premise:2:Support
267	to	_	_	I-Premise:2:Support
268	win	_	_	I-Premise:2:Support
269	the	_	_	I-Premise:2:Support
270	game	_	_	I-Premise:2:Support
271	,	_	_	I-Premise:2:Support
272	we	_	_	I-Premise:2:Support
273	always	_	_	I-Premise:2:Support
274	find	_	_	I-Premise:2:Support
275	that	_	_	I-Premise:2:Support
276	we	_	_	I-Premise:2:Support
277	need	_	_	I-Premise:2:Support
278	the	_	_	I-Premise:2:Support
279	cooperation	_	_	I-Premise:2:Support
280	.	_	_	O
281	The	_	_	O
282	greater	_	_	O
283	our	_	_	O
284	goal	_	_	O
285	is	_	_	O
286	,	_	_	O
287	the	_	_	O
288	more	_	_	O
289	competition	_	_	O
290	we	_	_	O
291	need	_	_	O
292	.	_	_	O
293	Take	_	_	B-Premise:1:Support
294	Olympic	_	_	I-Premise:1:Support
295	games	_	_	I-Premise:1:Support
296	which	_	_	I-Premise:1:Support
297	is	_	_	I-Premise:1:Support
298	a	_	_	I-Premise:1:Support
299	form	_	_	I-Premise:1:Support
300	of	_	_	I-Premise:1:Support
301	competition	_	_	I-Premise:1:Support
302	for	_	_	I-Premise:1:Support
303	instance	_	_	I-Premise:1:Support
304	,	_	_	I-Premise:1:Support
305	it	_	_	I-Premise:1:Support
306	is	_	_	I-Premise:1:Support
307	hard	_	_	I-Premise:1:Support
308	to	_	_	I-Premise:1:Support
309	imagine	_	_	I-Premise:1:Support
310	how	_	_	I-Premise:1:Support
311	an	_	_	I-Premise:1:Support
312	athlete	_	_	I-Premise:1:Support
313	could	_	_	I-Premise:1:Support
314	win	_	_	I-Premise:1:Support
315	the	_	_	I-Premise:1:Support
316	game	_	_	I-Premise:1:Support
317	without	_	_	I-Premise:1:Support
318	the	_	_	I-Premise:1:Support
319	training	_	_	I-Premise:1:Support
320	of	_	_	I-Premise:1:Support
321	his	_	_	I-Premise:1:Support
322	or	_	_	I-Premise:1:Support
323	her	_	_	I-Premise:1:Support
324	coach	_	_	I-Premise:1:Support
325	,	_	_	I-Premise:1:Support
326	and	_	_	I-Premise:1:Support
327	the	_	_	I-Premise:1:Support
328	help	_	_	I-Premise:1:Support
329	of	_	_	I-Premise:1:Support
330	other	_	_	I-Premise:1:Support
331	professional	_	_	I-Premise:1:Support
332	staffs	_	_	I-Premise:1:Support
333	such	_	_	I-Premise:1:Support
334	as	_	_	I-Premise:1:Support
335	the	_	_	I-Premise:1:Support
336	people	_	_	I-Premise:1:Support
337	who	_	_	I-Premise:1:Support
338	take	_	_	I-Premise:1:Support
339	care	_	_	I-Premise:1:Support
340	of	_	_	I-Premise:1:Support
341	his	_	_	I-Premise:1:Support
342	diet	_	_	I-Premise:1:Support
343	,	_	_	I-Premise:1:Support
344	and	_	_	I-Premise:1:Support
345	those	_	_	I-Premise:1:Support
346	who	_	_	I-Premise:1:Support
347	are	_	_	I-Premise:1:Support
348	in	_	_	I-Premise:1:Support
349	charge	_	_	I-Premise:1:Support
350	of	_	_	I-Premise:1:Support
351	the	_	_	I-Premise:1:Support
352	medical	_	_	I-Premise:1:Support
353	care	_	_	I-Premise:1:Support
354	.	_	_	O
355	The	_	_	O
356	winner	_	_	O
357	is	_	_	O
358	the	_	_	O
359	athlete	_	_	O
360	but	_	_	O
361	the	_	_	O
362	success	_	_	O
363	belongs	_	_	O
364	to	_	_	O
365	the	_	_	O
366	whole	_	_	O
367	team	_	_	O
368	.	_	_	O
369	Therefore	_	_	O
370	without	_	_	B-Claim:For
371	the	_	_	I-Claim:For
372	cooperation	_	_	I-Claim:For
373	,	_	_	I-Claim:For
374	there	_	_	I-Claim:For
375	would	_	_	I-Claim:For
376	be	_	_	I-Claim:For
377	no	_	_	I-Claim:For
378	victory	_	_	I-Claim:For
379	of	_	_	I-Claim:For
380	competition	_	_	I-Claim:For
381	.	_	_	O
382	Consequently	_	_	O
383	,	_	_	O
384	no	_	_	O
385	matter	_	_	O
386	from	_	_	O
387	the	_	_	O
388	view	_	_	O
389	of	_	_	O
390	individual	_	_	O
391	development	_	_	O
392	or	_	_	O
393	the	_	_	O
394	relationship	_	_	O
395	between	_	_	O
396	competition	_	_	O
397	and	_	_	O
398	cooperation	_	_	O
399	we	_	_	O
400	can	_	_	O
401	receive	_	_	O
402	the	_	_	O
403	same	_	_	O
404	conclusion	_	_	O
405	that	_	_	O
406	a	_	_	B-MajorClaim
407	more	_	_	I-MajorClaim
408	cooperative	_	_	I-MajorClaim
409	attitudes	_	_	I-MajorClaim
410	towards	_	_	I-MajorClaim
411	life	_	_	I-MajorClaim
412	is	_	_	I-MajorClaim
413	more	_	_	I-MajorClaim
414	profitable	_	_	I-MajorClaim
415	in	_	_	I-MajorClaim
416	one	_	_	I-MajorClaim
417	'	_	_	I-MajorClaim
418	s	_	_	I-MajorClaim
419	success	_	_	I-MajorClaim
420	.	_	_	O

1	More	_	_	O
2	people	_	_	O
3	are	_	_	O
4	migrating	_	_	O
5	to	_	_	O
6	other	_	_	O
7	countries	_	_	O
8	than	_	_	O
9	ever	_	_	O
10	before	_	_	O
11	The	_	_	O
12	last	_	_	O
13	50	_	_	O
14	years	_	_	O
15	have	_	_	O
16	seen	_	_	O
17	an	_	_	O
18	increasing	_	_	O
19	number	_	_	O
20	of	_	_	O
21	immigrants	_	_	O
22	to	_	_	O
23	other	_	_	O
24	countries	_	_	O
25	.	_	_	O
26	People	_	_	O
27	moved	_	_	O
28	due	_	_	O
29	to	_	_	O
30	a	_	_	O
31	number	_	_	O
32	of	_	_	O
33	reasons	_	_	O
34	,	_	_	O
35	namely	_	_	O
36	better	_	_	O
37	educations	_	_	O
38	or	_	_	O
39	higher	_	_	O
40	salary	_	_	O
41	jobs	_	_	O
42	.	_	_	O
43	Some	_	_	O
44	people	_	_	O
45	thought	_	_	O
46	that	_	_	O
47	they	_	_	O
48	should	_	_	O
49	follow	_	_	O
50	the	_	_	O
51	local	_	_	O
52	customs	_	_	O
53	in	_	_	O
54	order	_	_	O
55	to	_	_	O
56	integrate	_	_	O
57	into	_	_	O
58	their	_	_	O
59	adopted	_	_	O
60	countries	_	_	O
61	’	_	_	O
62	cultures	_	_	O
63	.	_	_	O
64	However	_	_	O
65	I	_	_	O
66	strongly	_	_	O
67	believe	_	_	O
68	that	_	_	O
69	they	_	_	B-MajorClaim
70	are	_	_	I-MajorClaim
71	able	_	_	I-MajorClaim
72	to	_	_	I-MajorClaim
73	sustain	_	_	I-MajorClaim
74	their	_	_	I-MajorClaim
75	cultural	_	_	I-MajorClaim
76	identities	_	_	I-MajorClaim
77	and	_	_	I-MajorClaim
78	doing	_	_	I-MajorClaim
79	so	_	_	I-MajorClaim
80	help	_	_	I-MajorClaim
81	they	_	_	I-MajorClaim
82	keep	_	_	I-MajorClaim
83	their	_	_	I-MajorClaim
84	origin	_	_	I-MajorClaim
85	values	_	_	I-MajorClaim
86	.	_	_	O
87	Firstly	_	_	O
88	,	_	_	O
89	maintaining	_	_	B-Premise:4:Support
90	one	_	_	I-Premise:4:Support
91	’	_	_	I-Premise:4:Support
92	s	_	_	I-Premise:4:Support
93	cultural	_	_	I-Premise:4:Support
94	identity	_	_	I-Premise:4:Support
95	is	_	_	I-Premise:4:Support
96	a	_	_	I-Premise:4:Support
97	key	_	_	I-Premise:4:Support
98	important	_	_	I-Premise:4:Support
99	rule	_	_	I-Premise:4:Support
100	to	_	_	I-Premise:4:Support
101	help	_	_	I-Premise:4:Support
102	individuals	_	_	I-Premise:4:Support
103	emerge	_	_	I-Premise:4:Support
104	in	_	_	I-Premise:4:Support
105	the	_	_	I-Premise:4:Support
106	new	_	_	I-Premise:4:Support
107	multicultural	_	_	I-Premise:4:Support
108	environments	_	_	I-Premise:4:Support
109	.	_	_	O
110	Take	_	_	B-Premise:3:Support
111	Australia	_	_	I-Premise:3:Support
112	for	_	_	I-Premise:3:Support
113	example	_	_	I-Premise:3:Support
114	,	_	_	I-Premise:3:Support
115	immigrants	_	_	I-Premise:3:Support
116	from	_	_	I-Premise:3:Support
117	varieties	_	_	I-Premise:3:Support
118	of	_	_	I-Premise:3:Support
119	nations	_	_	I-Premise:3:Support
120	have	_	_	I-Premise:3:Support
121	a	_	_	I-Premise:3:Support
122	day	_	_	I-Premise:3:Support
123	called	_	_	I-Premise:3:Support
124	multicultural	_	_	I-Premise:3:Support
125	day	_	_	I-Premise:3:Support
126	where	_	_	I-Premise:3:Support
127	people	_	_	I-Premise:3:Support
128	from	_	_	I-Premise:3:Support
129	each	_	_	I-Premise:3:Support
130	country	_	_	I-Premise:3:Support
131	prepare	_	_	I-Premise:3:Support
132	their	_	_	I-Premise:3:Support
133	food	_	_	I-Premise:3:Support
134	and	_	_	I-Premise:3:Support
135	traditional	_	_	I-Premise:3:Support
136	activities	_	_	I-Premise:3:Support
137	for	_	_	I-Premise:3:Support
138	displaying	_	_	I-Premise:3:Support
139	in	_	_	I-Premise:3:Support
140	the	_	_	I-Premise:3:Support
141	public	_	_	I-Premise:3:Support
142	venues	_	_	I-Premise:3:Support
143	.	_	_	O
144	Many	_	_	B-Premise:2:Support
145	Australians	_	_	I-Premise:2:Support
146	come	_	_	I-Premise:2:Support
147	this	_	_	I-Premise:2:Support
148	day	_	_	I-Premise:2:Support
149	to	_	_	I-Premise:2:Support
150	enjoy	_	_	I-Premise:2:Support
151	the	_	_	I-Premise:2:Support
152	shows	_	_	I-Premise:2:Support
153	,	_	_	I-Premise:2:Support
154	learn	_	_	I-Premise:2:Support
155	about	_	_	I-Premise:2:Support
156	the	_	_	I-Premise:2:Support
157	cultures	_	_	I-Premise:2:Support
158	and	_	_	I-Premise:2:Support
159	admire	_	_	I-Premise:2:Support
160	the	_	_	I-Premise:2:Support
161	diverse	_	_	I-Premise:2:Support
162	values	_	_	I-Premise:2:Support
163	.	_	_	O
164	These	_	_	B-Premise:1:Support
165	feedbacks	_	_	I-Premise:1:Support
166	,	_	_	I-Premise:1:Support
167	in	_	_	I-Premise:1:Support
168	turn	_	_	I-Premise:1:Support
169	,	_	_	I-Premise:1:Support
170	help	_	_	I-Premise:1:Support
171	raise	_	_	I-Premise:1:Support
172	one	_	_	I-Premise:1:Support
173	’	_	_	I-Premise:1:Support
174	s	_	_	I-Premise:1:Support
175	pride	_	_	I-Premise:1:Support
176	of	_	_	I-Premise:1:Support
177	their	_	_	I-Premise:1:Support
178	cultures	_	_	I-Premise:1:Support
179	and	_	_	I-Premise:1:Support
180	help	_	_	I-Premise:1:Support
181	people	_	_	I-Premise:1:Support
182	understand	_	_	I-Premise:1:Support
183	each	_	_	I-Premise:1:Support
184	other	_	_	I-Premise:1:Support
185	more	_	_	I-Premise:1:Support
186	.	_	_	O
187	Thus	_	_	O
188	this	_	_	O
189	makes	_	_	O
190	it	_	_	O
191	clear	_	_	O
192	that	_	_	O
193	sustaining	_	_	B-Claim:For
194	the	_	_	I-Claim:For
195	cultural	_	_	I-Claim:For
196	values	_	_	I-Claim:For
197	of	_	_	I-Claim:For
198	immigrants	_	_	I-Claim:For
199	is	_	_	I-Claim:For
200	paramount	_	_	I-Claim:For
201	essential	_	_	I-Claim:For
202	.	_	_	O
203	Secondly	_	_	O
204	,	_	_	O
205	it	_	_	B-Premise:5:Support
206	is	_	_	I-Premise:5:Support
207	crucial	_	_	I-Premise:5:Support
208	to	_	_	I-Premise:5:Support
209	keep	_	_	I-Premise:5:Support
210	one	_	_	I-Premise:5:Support
211	’	_	_	I-Premise:5:Support
212	s	_	_	I-Premise:5:Support
213	identity	_	_	I-Premise:5:Support
214	for	_	_	O
215	they	_	_	B-Premise:-1:Support
216	need	_	_	I-Premise:-1:Support
217	a	_	_	I-Premise:-1:Support
218	connection	_	_	I-Premise:-1:Support
219	back	_	_	I-Premise:-1:Support
220	to	_	_	I-Premise:-1:Support
221	their	_	_	I-Premise:-1:Support
222	country	_	_	I-Premise:-1:Support
223	as	_	_	I-Premise:-1:Support
224	well	_	_	I-Premise:-1:Support
225	as	_	_	I-Premise:-1:Support
226	teach	_	_	I-Premise:-1:Support
227	their	_	_	I-Premise:-1:Support
228	children	_	_	I-Premise:-1:Support
229	their	_	_	I-Premise:-1:Support
230	value	_	_	I-Premise:-1:Support
231	of	_	_	I-Premise:-1:Support
232	origin	_	_	I-Premise:-1:Support
233	.	_	_	O
234	For	_	_	O
235	instance	_	_	O
236	,	_	_	O
237	children	_	_	B-Premise:3:Support
238	immigrated	_	_	I-Premise:3:Support
239	to	_	_	I-Premise:3:Support
240	a	_	_	I-Premise:3:Support
241	new	_	_	I-Premise:3:Support
242	country	_	_	I-Premise:3:Support
243	will	_	_	I-Premise:3:Support
244	face	_	_	I-Premise:3:Support
245	social	_	_	I-Premise:3:Support
246	troubles	_	_	I-Premise:3:Support
247	in	_	_	I-Premise:3:Support
248	school	_	_	I-Premise:3:Support
249	with	_	_	I-Premise:3:Support
250	new	_	_	I-Premise:3:Support
251	friends	_	_	I-Premise:3:Support
252	.	_	_	O
253	In	_	_	B-Premise:2:Support
254	this	_	_	I-Premise:2:Support
255	new	_	_	I-Premise:2:Support
256	environment	_	_	I-Premise:2:Support
257	,	_	_	I-Premise:2:Support
258	parent	_	_	I-Premise:2:Support
259	should	_	_	I-Premise:2:Support
260	find	_	_	I-Premise:2:Support
261	friends	_	_	I-Premise:2:Support
262	coming	_	_	I-Premise:2:Support
263	from	_	_	I-Premise:2:Support
264	their	_	_	I-Premise:2:Support
265	same	_	_	I-Premise:2:Support
266	country	_	_	I-Premise:2:Support
267	so	_	_	I-Premise:2:Support
268	that	_	_	I-Premise:2:Support
269	they	_	_	I-Premise:2:Support
270	can	_	_	I-Premise:2:Support
271	socialize	_	_	I-Premise:2:Support
272	in	_	_	I-Premise:2:Support
273	a	_	_	I-Premise:2:Support
274	very	_	_	I-Premise:2:Support
275	familiar	_	_	I-Premise:2:Support
276	manner	_	_	I-Premise:2:Support
277	as	_	_	I-Premise:2:Support
278	feeling	_	_	I-Premise:2:Support
279	being	_	_	I-Premise:2:Support
280	home	_	_	I-Premise:2:Support
281	.	_	_	O
282	Fail	_	_	B-Premise:1:Support
283	to	_	_	I-Premise:1:Support
284	create	_	_	I-Premise:1:Support
285	this	_	_	I-Premise:1:Support
286	familiarity	_	_	I-Premise:1:Support
287	makes	_	_	I-Premise:1:Support
288	them	_	_	I-Premise:1:Support
289	felt	_	_	I-Premise:1:Support
290	isolated	_	_	I-Premise:1:Support
291	,	_	_	I-Premise:1:Support
292	in	_	_	I-Premise:1:Support
293	the	_	_	I-Premise:1:Support
294	extreme	_	_	I-Premise:1:Support
295	can	_	_	I-Premise:1:Support
296	lead	_	_	I-Premise:1:Support
297	to	_	_	I-Premise:1:Support
298	social	_	_	I-Premise:1:Support
299	disorder	_	_	I-Premise:1:Support
300	like	_	_	I-Premise:1:Support
301	autism	_	_	I-Premise:1:Support
302	.	_	_	O
303	Hence	_	_	O
304	,	_	_	O
305	it	_	_	O
306	is	_	_	O
307	clear	_	_	O
308	that	_	_	O
309	keeping	_	_	B-Claim:For
310	the	_	_	I-Claim:For
311	cultural	_	_	I-Claim:For
312	traditions	_	_	I-Claim:For
313	in	_	_	I-Claim:For
314	the	_	_	I-Claim:For
315	destination	_	_	I-Claim:For
316	countries	_	_	I-Claim:For
317	is	_	_	I-Claim:For
318	tremendous	_	_	I-Claim:For
319	important	_	_	I-Claim:For
320	.	_	_	O
321	To	_	_	O
322	conclude	_	_	O
323	,	_	_	O
324	although	_	_	O
325	there	_	_	B-Claim:Against
326	are	_	_	I-Claim:Against
327	opposing	_	_	I-Claim:Against
328	ideas	_	_	I-Claim:Against
329	of	_	_	I-Claim:Against
330	neglecting	_	_	I-Claim:Against
331	one	_	_	I-Claim:Against
332	’	_	_	I-Claim:Against
333	s	_	_	I-Claim:Against
334	cultural	_	_	I-Claim:Against
335	values	_	_	I-Claim:Against
336	to	_	_	I-Claim:Against
337	adapt	_	_	I-Claim:Against
338	in	_	_	I-Claim:Against
339	the	_	_	I-Claim:Against
340	new	_	_	I-Claim:Against
341	cultures	_	_	I-Claim:Against
342	.	_	_	O
343	As	_	_	O
344	far	_	_	O
345	as	_	_	O
346	I	_	_	O
347	am	_	_	O
348	concerned	_	_	O
349	,	_	_	O
350	sustaining	_	_	B-MajorClaim
351	the	_	_	I-MajorClaim
352	traditions	_	_	I-MajorClaim
353	will	_	_	I-MajorClaim
354	make	_	_	I-MajorClaim
355	the	_	_	I-MajorClaim
356	immigrated	_	_	I-MajorClaim
357	people	_	_	I-MajorClaim
358	keep	_	_	I-MajorClaim
359	their	_	_	I-MajorClaim
360	cultural	_	_	I-MajorClaim
361	identity	_	_	I-MajorClaim
362	and	_	_	I-MajorClaim
363	give	_	_	I-MajorClaim
364	them	_	_	I-MajorClaim
365	confident	_	_	I-MajorClaim
366	among	_	_	I-MajorClaim
367	the	_	_	I-MajorClaim
368	many	_	_	I-MajorClaim
369	culture	_	_	I-MajorClaim
370	society	_	_	I-MajorClaim
371	.	_	_	O

1	International	_	_	O
2	tourism	_	_	O
3	is	_	_	O
4	now	_	_	O
5	more	_	_	O
6	common	_	_	O
7	than	_	_	O
8	ever	_	_	O
9	before	_	_	O
10	The	_	_	O
11	last	_	_	O
12	decade	_	_	O
13	has	_	_	O
14	seen	_	_	O
15	an	_	_	O
16	increasing	_	_	O
17	number	_	_	O
18	of	_	_	O
19	tourists	_	_	O
20	traveling	_	_	O
21	to	_	_	O
22	visit	_	_	O
23	natural	_	_	O
24	wonder	_	_	O
25	sights	_	_	O
26	,	_	_	O
27	ancient	_	_	O
28	heritages	_	_	O
29	and	_	_	O
30	different	_	_	O
31	cultures	_	_	O
32	around	_	_	O
33	the	_	_	O
34	world	_	_	O
35	.	_	_	O
36	While	_	_	O
37	some	_	_	O
38	people	_	_	O
39	might	_	_	O
40	think	_	_	O
41	that	_	_	O
42	this	_	_	O
43	international	_	_	O
44	tourism	_	_	O
45	has	_	_	O
46	negative	_	_	O
47	effects	_	_	O
48	on	_	_	O
49	the	_	_	O
50	destination	_	_	O
51	countries	_	_	O
52	,	_	_	O
53	I	_	_	O
54	would	_	_	O
55	contend	_	_	O
56	that	_	_	O
57	it	_	_	B-MajorClaim
58	has	_	_	I-MajorClaim
59	contributed	_	_	I-MajorClaim
60	to	_	_	I-MajorClaim
61	the	_	_	I-MajorClaim
62	economic	_	_	I-MajorClaim
63	development	_	_	I-MajorClaim
64	as	_	_	I-MajorClaim
65	well	_	_	I-MajorClaim
66	as	_	_	I-MajorClaim
67	preserved	_	_	I-MajorClaim
68	the	_	_	I-MajorClaim
69	culture	_	_	I-MajorClaim
70	and	_	_	I-MajorClaim
71	environment	_	_	I-MajorClaim
72	of	_	_	I-MajorClaim
73	the	_	_	I-MajorClaim
74	tourist	_	_	I-MajorClaim
75	destinations	_	_	I-MajorClaim
76	.	_	_	O
77	Firstly	_	_	O
78	,	_	_	O
79	international	_	_	B-Premise:3:Support
80	tourism	_	_	I-Premise:3:Support
81	promotes	_	_	I-Premise:3:Support
82	many	_	_	I-Premise:3:Support
83	aspects	_	_	I-Premise:3:Support
84	of	_	_	I-Premise:3:Support
85	the	_	_	I-Premise:3:Support
86	destination	_	_	I-Premise:3:Support
87	country	_	_	I-Premise:3:Support
88	’	_	_	I-Premise:3:Support
89	s	_	_	I-Premise:3:Support
90	economy	_	_	I-Premise:3:Support
91	in	_	_	I-Premise:3:Support
92	order	_	_	I-Premise:3:Support
93	to	_	_	I-Premise:3:Support
94	serve	_	_	I-Premise:3:Support
95	various	_	_	I-Premise:3:Support
96	demands	_	_	I-Premise:3:Support
97	of	_	_	I-Premise:3:Support
98	tourists	_	_	I-Premise:3:Support
99	.	_	_	O
100	Take	_	_	B-Premise:2:Support
